REGIÓN;NOMBRE;SUBTIPO;CONTENIDO
Ayacucho;Mirador Turístico Acuchimay;Miradores;"""Mirador natural con vista panorámica de la ciudad de Ayacucho."""
Ayacucho;Cueva De Pikimachay;Cuevas;"""Cueva paleolítica donde se hallaron restos humanos de gran antigüedad."""
Ayacucho;Complejo Arqueológico Wari;Zonas arqueológicas;"""Centro arqueológico incaico con recintos, murallas y plazas ceremoniales."""
Ayacucho;Ushnu  Pirámide Ceremonial;Templos;"""Pirámide ceremonial usada para rituales y observación astronómica."""
Ayacucho;Plaza Inca Pachacutec De Vilcas Huaman;Plazas;"""Plaza que conmemora al Inca Pachacutec, con esculturas y fuentes."""
Huancavelica;Iglesia San Antonio Catedral;Iglesias;"""Iglesia matriz de Huancavelica con retablos barrocos de madera tallada."""
Huancavelica;Iglesia Y Convento De San Francisco;Iglesias;"""Iglesia y convento colonial con claustros y piezas de arte religioso."""
Huancavelica;Museo Regional Daniel Hernández Morillo;Museos;"""Museo que alberga arte colonial y objetos históricos de Huancavelica."""
Huancavelica;Puente Colonial De Izcuchaca;Puentes;"""Puente colonial de piedra que conecta pueblos a orillas del río Mantaro."""
Huancavelica;Pueblo De Sacsamarca;Tradicionales;"""Pueblo andino famoso por su tradición textil y arquitectura colonial."""
Huancavelica;Bosque De Piedras Cceroncancha - Chacarilla;Formaciones rocosas(bosque de piedra);"""Bosque de piedras con formaciones rocosas moldeadas por el viento y el tiempo."""
Huancavelica;Complejo Ecoturístico De San Cristóbal;Otros;"""Centro recreativo que combina naturaleza, miradores y servicios turísticos."""
Huancavelica;Complejo Arqueológico De Uchkus Inkañan;Otros;"""Complejo arqueológico preincaico con recintos, canales y muros de piedra."""
Huancavelica;Piscina De  Huapa;Ojos de agua;"""Piscina natural de aguas termales usada por pobladores locales."""
Huancavelica;Complejo Arqueológico Palacio Inca;Iglesias;"""Centro arqueológico que preserva restos de recintos y plazas ceremoniales."""
Huancavelica;Laguna De Choclococha;Lagunas;"""Laguna altoandina rodeada de pajonales, ideal para pesca y avistamiento de aves."""
Huancavelica;Baños Termales De Coris Pampalca;Ojos de agua;"""Baños termales en la sierra central conocidos por sus propiedades medicinales."""
Tacna;Estacion De Ferrocarril Tacna - Arica;Otros;"""Antigua estación ferroviaria que conectaba Tacna (Perú) con Arica (Chile)."""
Junín;Museo Salesiano Vicente Rasetto;Museos;"""Museo con piezas etnográficas, arqueológicas y de historia regional."""
Junín;Bosque Dorado De Paccha;Bosques;"""Bosque de árboles de queñual que se tiñen de dorado en ciertas épocas del año."""
Junín;Iglesia Matriz De Santiago León De Chongos Bajo;Iglesias;"""Iglesia colonial de estilo mestizo ubicada en Chongos Bajo, Junín."""
Junín;Pueblo Artesanal De Cochas Chico;Artesanales;"""Pueblo famoso por sus artesanos talladores de mates burilados."""
Junín;Iglesia Matriz De Santa Rosa De Ocopa;Iglesias;"""Iglesia construida en el siglo XVIII y parte del convento franciscano de Ocopa."""
Lima;Balneario De Ancón;Playas;"""Tradicional balneario limeño de aguas tranquilas y larga historia."""
Lima;Centro Turístico Cultural Castillo De Chancay;Otros;"""Castillo turístico frente al mar que alberga museo, restaurante y eventos."""
Lima;Festival Del Día Del Chancho Al Palo - Huaral;Festivales;"""Festival gastronómico que celebra el plato típico Chancho al Palo en Huaral."""
Lima;Sitio Arqueológico De Rupak;Zonas arqueológicas;"""Centro arqueológico preincaico conocido como el Machu Picchu limeño."""
Lima;Área De Conservación Regional Albufera De Medio Mundo;Áreas de conservación regional;"""Humedal costero con gran diversidad de aves migratorias y residentes."""
Lima;Playas De Barranca;Playas;"""Playas con fuerte oleaje y acantilados ideales para surf y paseo."""
Lima;Ciudad Sagrada De Caral ;Zonas arqueológicas;"""Ciudad sagrada preincaica considerada la civilización más antigua de América."""
Lima;Playa La Isla Del Faraón;Playas;"""Playa de aguas tranquilas famosa por su islote en forma de faraón."""
Huancavelica;Complejo Arqueológico De Inca Wasi;Templos;"""Complejo arqueológico incaico construido con piedra caliza y adobe."""
Ayacucho;Reserva Nacional Pampa Galeras;Reservas Nacionales;"""Reserva para la protección de la vicuña, famosa por la fiesta del Chaccu."""
Ayacucho;Pueblo De Puquio;Tradicionales;"""Pueblo tradicional andino con arquitectura colonial y tradiciones ganaderas."""
Ayacucho;Lagunas De Yaurihuiri Y Tahuaccocha;Lagunas;"""Conjunto de lagunas altoandinas rodeadas de montañas y pastizales."""
Ayacucho;Pueblo De Andamarca;Tradicionales;"""Pueblo andino con calles empedradas y templos coloniales."""
Ayacucho;Complejo Arqueológico De Caniche;Ciudadelas;"""Centro arqueológico preincaico con recintos y plataformas ceremoniales."""
Ayacucho;Catarata De Puzapaqcha;Cataratas;"""Cascada de varios saltos rodeada de vegetación en Ayacucho."""
Ayacucho;Aguas Termales De Tinkua;Geiser;"""Baños termales naturales usados por comunidades locales en Apurímac."""
Callao;Iglesia Catedral Matriz Del Callao;Catedral;"""Catedral neoclásica del siglo XIX ubicada en la provincia constitucional del Callao."""
Áncash;Baños Termales De Chancos;Otros;"""Baños termales cercanos a Huaraz con pozas techadas y al aire libre."""
Cajamarca;Museo Arqueológico Y Etnográfico Del Conjunto Monumental Belen;Museos;"""Museo que conserva restos arqueológicos y etnográficos del norte peruano."""
Áncash;Cueva De Guitarrero;Cuevas;"""Cueva famosa por albergar algunos de los restos humanos más antiguos de América."""
Lima;Fortaleza De Paramonga;Templos;"""Fortaleza chimú construida para defensa y control del valle de Fortaleza."""
Callao;Islas Cavinzas E Islotes Palomino - Rnsiipg;Reservas Nacionales;"""Islas cercanas a Lima famosas por su fauna marina y paseos en bote."""
Ica;Islas Ballestas - Rnsiipg;Islas;"""Islas del sur del Perú famosas por lobos marinos, aves y formaciones rocosas."""
Callao;Plaza Miguel Grau Del Callao;Plazas;"""Plaza central del Callao con monumento al héroe naval Miguel Grau."""
Callao; Fortaleza Real Felipe ;Fortalezas;"""Fortaleza militar colonial construida para defender el puerto del Callao."""
Callao;Museo Naval Capitán De Navío Julio Elías Murguia;Museos;"""Museo dedicado a la historia naval peruana y sus héroes."""
Callao;Iglesia Nuestra Señora  De Carmen De La Legua ;Iglesias;"""Iglesia barroca construida por la orden carmelita en el Callao."""
Callao;Plaza Independencia Del Callao;Plazuelas;"""Plaza que recuerda la proclamación de la independencia en el Callao."""
Callao;Zona Monumental Del Callao;Otros;"""Zona histórica del Callao con casas coloniales y edificios republicanos."""
Callao;Barrio De Chucuito;Barrios tradicionales;"""Barrio tradicional de pescadores con casas de colores frente al mar."""
La Libertad;Parque Agua De Los Pajaritos;Parques;"""Parque con estanques y esculturas en la zona histórica del Callao."""
Apurímac;Laguna De Pacucha;Lagunas;"""Laguna altoandina rodeada de andenes y campos de cultivo."""
Áncash;Nevado Pirámide De Garcilaso;Nevado;"""Nevado de forma piramidal en el Parque Nacional Huascarán, popular entre andinistas."""
Áncash;Nevado Vallunaraju;Nevado;"""Nevado nevado de la Cordillera Blanca ideal para trekking y escalada."""
Áncash;Nevado Ranrapalca;Nevado;"""Imponente nevado de la Cordillera Blanca con vista panorámica de Huaraz."""
Áncash;Tuktu Picante;Platos Típicos;"""Guiso tradicional a base de carne de res, ají panca y especias locales."""
Áncash;Nevado Ishinca;Nevado;"""Nevado frecuentado por andinistas y considerado de dificultad moderada."""
Áncash;Danza Los Shajshas De Corongo;Música y Danzas;"""Danza tradicional de ritmo fuerte y pasos acrobáticos originaria de Corongo."""
Áncash;Nevado Pisco;Nevado;"""Nevado popular para la práctica de montañismo y fotografía de paisajes."""
Arequipa;Castillos Encantados De Callalli;Formaciones rocosas(bosque de piedra);"""Formaciones rocosas erosionadas que parecen castillos medievales en Arequipa."""
Arequipa;Volcan Chachani;Volcanes;"""Volcán inactivo cerca de Arequipa, ideal para trekking de alta montaña."""
Moquegua;Volcán Ubinas -Moquegua;Volcanes;"""Volcán activo en Moquegua considerado el más activo del Perú."""
Lima;Museo De Arte De Lima - Mali;Museos;"""Museo de arte peruano que alberga colecciones desde la época prehispánica hasta contemporánea."""
Lima;Museo De Los Combatientes Del Morro De Arica;Casas Museo;"""Museo que rinde homenaje a los héroes peruanos de la Guerra del Pacífico."""
Lima;Anticuchos;Platos Típicos;"""Plato típico limeño a base de corazón de res marinado y asado a la parrilla."""
Lima;Casona San Marcos - Centro Cultural De San Marcos;Casona;"""Centro cultural universitario ubicado en una histórica casona colonial."""
Lima;Museo Naval Casa Grau ;Casas Museo;"""Museo dedicado al almirante Miguel Grau, héroe naval del Perú."""
Lima;Palacio Legislativo;Palacio;"""Sede del Congreso del Perú, ejemplo de arquitectura republicana monumental."""
Lima;Museo Central - Mucen (Museo Del Banco Central De Reserva Del Perú);Museos;"""Museo del Banco Central que conserva piezas de arte precolombino y colonial."""
Lima;Templo De San Francisco De Asís;Templo;"""Iglesia colonial ubicada en el centro de Huánuco, con retablo barroco interior."""
Huánuco;Parque Nacional Tingo María ;Parques Nacionales;"""Parque natural famoso por su cueva de las lechuzas y biodiversidad amazónica."""
Moquegua;Aguas Termales De Putina;Otros;"""Baños termales de aguas sulfurosas conocidos por sus propiedades medicinales."""
Áncash;Fiesta Patronal El Agua Y San Pedro;Fiestas religiosas-patronales;"""Fiesta que celebra el agua como fuente de vida y al apóstol San Pedro."""
Áncash;Quebrada Cojup;Quebradas;"""Quebrada glaciar cerca de Huaraz, ruta popular para trekking."""
Áncash;Quebrada Llaca;Quebradas;"""Valle glaciar rodeado de nevados y popular entre montañistas."""
Áncash;Laguna Reparin;Lagunas;"""Laguna de aguas turquesas ubicada en la Cordillera Blanca."""
Áncash;Corpus Cristi - Chacas;Fiestas religiosas-patronales;"""Fiesta religiosa que combina procesiones, danzas y música tradicional en Chacas."""
Áncash;Nevado San Juan - Parque Nacional Huascarán ;Nevado;"""Nevado de la Cordillera Blanca ideal para expediciones de montaña."""
Puno;Comunidad De Llachon;Tradicionales;"""Comunidad tradicional del lago Titicaca conocida por su artesanía textil."""
Áncash;Nevado Ocshapalca;Nevado;"""Nevado imponente ideal para escalada técnica en la Cordillera Blanca."""
Piura;Museo Etnológico;Museos;"""Museo que muestra objetos y tradiciones de comunidades andinas y amazónicas."""
Piura;Playa De Chulliyachi;Playas;"""Playa poco conocida de la costa norte peruana de arena oscura y fuerte oleaje."""
Piura;Festividad Del Señor Cautivo De Ayabaca;Fiestas religiosas-patronales;"""Festividad religiosa que congrega a miles de devotos en Ayabaca."""
Ayacucho;Templo Del Señor De Amancaes - Conchopata;Templo;"""Iglesia de adobe que guarda al Señor de Amancaes, patrón de Conchopata."""
Ayacucho;Iglesia San Pedro Matriz De Huanta;Iglesias;"""Iglesia matriz de Huanta con fachada colonial e historia republicana."""
Lambayeque;Playa Hondos;Playas;"""Playa de aguas tranquilas en el sur de Tacna ideal para familias."""
Lambayeque;Alforjas Labradas De Monsefú;Otros;"""Artesanía textil de Monsefú con diseños tradicionales y finos acabados."""
Piura;Cerro Yambur;Cerros;"""Cerro andino frecuentado por caminantes y observadores de aves."""
Tacna;Playa Los Palos;Playas;"""Playa al sur de Tacna con arenas claras y paisaje costero desértico."""
San Martín;Cascada De Asnacyacu ;Cascadas;"""Cascada rodeada de vegetación tropical en San Martín."""
San Martín;Catarata De Huacamaillo;Cataratas;"""Cascada cercana a Tarapoto con poza natural para bañistas."""
San Martín;Cueva De Los Huacharos ;Grutas;"""Cueva con gran biodiversidad y especies endémicas en San Martín."""
San Martín;Aguas Termales Y Sulfurosas De Jepelacio;Ojos de agua;"""Baños termales sulfurosos rodeados de selva alta en Moyobamba."""
San Martín;Embarcadero Turístico De Tahuishco;Puertos;"""Embarcadero en el río Mayo, punto de partida para tours fluviales."""
Ica;Petroglifos De Huáncor;Petroglifos (Grabados en piedra);"""Grabados rupestres con figuras geométricas y animales en Huancavelica."""
Ica;Bodega Tacama;Bodegas de pisco, vinos y/u otros licores;"""Antigua bodega de vino y pisco, considerada la más antigua de Sudamérica."""
Ica;Ciudadela De Huayuri;Ciudadelas;"""Restos arqueológicos de una ciudadela preincaica en el desierto de Ica."""
Ica;Necrópolis De Chauchilla;Zonas arqueológicas;"""Necrópolis preincaica famosa por sus fardos funerarios intactos."""
Ica;Centro Administrativo Inca Los Paredones;Templos;"""Centro inca usado para administración y control del valle de Nazca."""
Puno;Chucuito Ciudad De Las Cajas Reales;Históricos;"""Pueblo histórico conocido como 'Ciudad de las Cajas Reales'."""
Puno;Piscicultura De Chucuito - Centro De Investigación Y Producción Pesquera De Chucuito.;Piscigranja;"""Centro de investigación para la reproducción de especies nativas del Titicaca."""
Puno;Vicuñas De Cala Cala, Cambria Y Picotani;Granadería;"""Áreas donde se puede observar vicuñas en su hábitat natural altoandino."""
Puno;Templo De San Salvador;Iglesias;"""Iglesia colonial de Cusco con retablos barrocos de madera tallada."""
Puno;Archipielago De Wiñaymarca;Islas;"""Conjunto de islas en el lago Titicaca compartidas por Perú y Bolivia."""
Áncash;Laguna Purhuay;Lagunas;"""Laguna de aguas cristalinas ideal para camping y pesca deportiva."""
Áncash;Baños Termales De Chavín;Otros;"""Baños termales ubicados cerca del centro ceremonial de Chavín."""
Áncash;Danza Duende, Pallas Y Auqas;Música y Danzas;"""Danzas festivas que combinan máscaras, música y pasos rituales."""
Áncash;Quebrada Carhuascancha;Quebradas;"""Quebrada altoandina con pastizales y vistas a nevados."""
Áncash;Laguna Canchiscocha;Lagunas;"""Laguna ubicada en la Cordillera Blanca rodeada de bosques de queñual."""
Áncash;Puchero De San Nicolás;Platos Típicos;"""Guiso tradicional de fiesta preparado con carne, tubérculos y hierbas locales."""
Áncash;Mirador Natural De Portachuelo - Llanganuco;Miradores naturales;"""Mirador natural con vista panorámica de los nevados de Llanganuco."""
Áncash;Carnaval Huaracino;Fiestas Tradicionales(Herranza, carnavales, otros);"""Fiesta popular con desfiles, comparsas, música y coloridas danzas."""
Huánuco;Catedral De Huánuco;Catedral;"""Catedral neoclásica de Huánuco con retablos dorados y arte religioso colonial."""
Áncash;Danza Paso Huanquilla;Música y Danzas;"""Danza tradicional de Huánuco con movimientos enérgicos y trajes coloridos."""
Áncash;Yuyo Pichu;Platos Típicos;"""Montaña andina poco conocida ideal para senderismo y paisajes naturales."""
La Libertad;Complejo Arqueológico San José De Moro;Zonas arqueológicas;"""Centro ceremonial moche destacado por sus impresionantes entierros de sacerdotisas."""
San Martín;Cascada De Paccha;Cascadas;"""Cascada de varios metros de altura rodeada de vegetación andina."""
Lambayeque;Museo Nacional De Sicán;Museos;"""Museo que conserva máscaras funerarias de oro y cerámica de la cultura Sicán."""
Arequipa;Cuevas De Mollepunku;Pintura Rupestre;"""Cuevas con pinturas rupestres y formaciones rocosas singulares en Arequipa."""
Arequipa;Pueblo De  Sibayo;Tradicionales;"""Pueblo de piedra con puentes coloniales y tradiciones ganaderas en Arequipa."""
Huancavelica;Complejo Minero Santa Bárbara;Explotaciones mineras;"""Antiguo centro minero colonial de plata y mercurio en Huancavelica."""
San Martín;Catarata El Breo;Cataratas;"""Imponente catarata amazónica de más de 140 metros de altura en San Martín."""
San Martín;Cascada Timón;Cascadas;"""Cascada en forma de velo situada en la región San Martín."""
San Martín;Quebrada Churo - Parte Baja;Quebradas;"""Quebrada tropical con flora diversa y senderos para caminatas."""
San Martín;Centro De Interpretación Del Parque Nacional Río Abiseo;Otros;"""Espacio educativo sobre biodiversidad y cultura del Parque Nacional Río Abiseo."""
San Martín;Manantial De Sacanche;Manantiales;"""Manantial natural de aguas cristalinas rodeado de vegetación amazónica."""
Tumbes;Manglares De Tumbes Sector Puerto Pizarro;Manglares;"""Bosque costero de manglares con rutas en bote cerca de Tumbes."""
Amazonas;Sitio Arqueológico Karajía;Cementerios;"""Estatuas funerarias de piedra pertenecientes a la cultura Chachapoyas."""
Apurímac;Centro De Conservación De Vicuñas De Lliullita  ;Granadería;"""Centro dedicado a la protección y manejo sostenible de vicuñas."""
Apurímac;Sitio Arqueológico De Curamba;Zonas arqueológicas;"""Complejo incaico construido en piedra en las alturas de Apurímac."""
Apurímac;Templo Nuestra Señora De Las Mercedes De Pampamarca;Templo;"""Iglesia colonial con torre de adobe ubicada en Pampamarca, Arequipa."""
Piura;Museo De Sullana Luis Cruz Merino;Museos;"""Museo que exhibe objetos arqueológicos e históricos de la provincia de Sullana."""
Madre De Dios;Lago Misisipi;Lagunas;"""Pequeño lago altoandino rodeado de ichu en la sierra norte."""
Cusco;Templo De San  Francisco De Asis;Templo;"""Iglesia colonial de adobe ubicada en el centro histórico de Huánuco."""
Cusco;Salineras De Maras;Salinas;"""Piscinas naturales de sal explotadas desde época preinca en el Valle Sagrado."""
Cusco; Complejo Arqueologico De Moray;Andenes;"""Conjunto de andenes circulares usados como laboratorio agrícola inca."""
Cusco;Templo De  Tiobamba;Templo;"""Iglesia de estilo colonial situada en el Valle Sagrado de los Incas."""
Cusco;Templo  San Juan Bautista De Huaro;Iglesias;"""Iglesia barroca cusqueña con pinturas murales del siglo XVII."""
Cusco;Capilla De La Virgen Purificada En Canicunca;Capilla;"""Pequeña capilla colonial conocida por su portada tallada en piedra."""
Cusco;Sitio Arqueológico Waqrapukara - Sector Pomacanchi;Fortalezas;"""Fortaleza incaica construida sobre un risco con vistas espectaculares."""
Cusco;Templo Colonial De Chinchero;Templo;"""Iglesia colonial con techos tallados y mercado artesanal tradicional."""
La Libertad;Complejo Arqueológico Dos Cabezas;Templos;"""Sitio arqueológico moche con restos de pirámides de adobe decoradas."""
La Libertad;Baños Termales De Yanasara;Otros;"""Baños termales rodeados de paisaje andino y pozas naturales."""
Cajamarca;Iglesia Y Convento De Las Monjas Concepcionistas Descalzas;Iglesias;"""Convento fundado en la época virreinal con claustros y retablos coloniales."""
Lima;Zona Arqueológica Puruchuco - Huaquerones;Templos;"""Zona arqueológica incaica famosa por su gran muro de adobe decorado."""
San Martín;Naciente Del Rio Tioyacu;Ríos;"""Naciente cristalina del río Tioyacu que abastece a localidades amazónicas."""
Lima;Sitio Arqueológico De Incahuasi;Templos;"""Centro administrativo incaico con plazas y recintos de piedra."""
Huánuco;Iglesia Santa Cruz De Churubamba ;Iglesias;"""Iglesia colonial de Huánuco conocida por su altar barroco."""
Pasco;Baños Termales La Calera;Otros;"""Baños termales al aire libre con aguas ricas en minerales cerca de Chivay."""
Pasco;Complejo Arqueológico De Gorish;Ciudadelas;"""Sitio arqueológico preinca con plataformas ceremoniales y recintos circulares."""
Pasco;Monumento Arqueológico Prehispánico Yarushpampa;Zonas arqueológicas;"""Restos arqueológicos en piedra usados como espacio ritual prehispánico."""
San Martín;Cueva De Cascayunga;Grutas;"""Cueva de roca caliza con restos arqueológicos en San Martín."""
Pasco;Sitio Arqueológico Ichugan;Ciudadelas;"""Complejo preincaico de la cultura Cajamarca con recintos y murallas."""
Moquegua;Templo Colonial De San Bernardo De Quinistacas;Templo;"""Iglesia colonial de piedra ubicada en Apurímac."""
Moquegua;Reloj Solar Grabado En Piedra.;Piezas con valor histórico;"""Reloj solar tallado en piedra por antiguas culturas altoandinas."""
Moquegua;Volcán Huaynaputina;Volcanes;"""Volcán activo que provocó la erupción más destructiva del siglo XVII."""
Ucayali;Laguna Pimientacocha;Lagunas;"""Laguna altoandina con aguas rojizas por minerales naturales."""
Lima;Parque Húsares De Junín De Barranco;Parques;"""Parque limeño con bustos históricos y jardines en el distrito de Barranco."""
Lima;Biblioteca Municipal Manuel Beingolea;Biblioteca;"""Biblioteca pública que conserva archivos literarios e históricos limeños."""
Lima;Parque Municipal De Barranco;Parques;"""Parque principal de Barranco rodeado de casonas y esculturas."""
Moquegua;Catedral Santo Domingo-Moquegua;Iglesias;"""Catedral neoclásica ubicada en la plaza principal de Moquegua."""
Áncash;Catarata Huambavalle;Cataratas;"""Cascada cercana al Valle Sagrado rodeada de andenes y campos agrícolas."""
Lima;Museo Nacional De Arqueología, Antropología E Historia Del Perú - Casa Quinta De Los Libertadores;Museos;"""Principal museo arqueológico del país con piezas prehispánicas únicas."""
Loreto;Fiesta Del Santo Patrono San Lorenzo;Fiestas religiosas-patronales;"""Festividad religiosa que incluye danzas y procesiones en honor a San Lorenzo."""
Lima;Mirador Del Cerro San Cristóbal;Miradores;"""Mirador con vista panorámica de Lima y cruz iluminada por la noche."""
Lima;Complejo Termal Las Gemelas;Otros;"""Baños termales con piscinas naturales alimentadas por aguas sulfurosas."""
Cajamarca;Parque Nacional Cutervo;Parques Nacionales;"""Parque nacional con cuevas de guácharos y gran biodiversidad en Cajamarca."""
San Martín;Parque Nacional Río Abiseo;Parques Nacionales;"""Área protegida que conserva selvas de neblina y restos arqueológicos."""
Ayacucho;Santuario Histórico De La Pampa De Ayacucho;Santuarios Históricos;"""Lugar histórico donde se selló la independencia del Perú en Ayacucho."""
Junín;Danza De Los Shapish De Chupaca ;Música y Danzas;"""Danza guerrera de ritmo rápido propia de Chupaca, Junín."""
Cajamarca;Bosque De Protección De Pagaibamba;Bosques de protección;"""Bosque protegido de neblina con orquídeas y aves endémicas."""
Lambayeque;Refugio De Vida Silvestre De Laquipampa;Refugio de Vida Silvestre;"""Refugio que protege al oso de anteojos y bosques secos del norte peruano."""
Lima;Teatro Municipal De Lima;Otros;"""Teatro histórico inaugurado en 1920, joya de la arquitectura republicana."""
Loreto;Parque Nacional Güeppi - Sekime;Parques Nacionales;"""Parque amazónico transfronterizo compartido con Colombia y Ecuador."""
Loreto;Reserva Nacional Allpahuayo - Mishana;Reservas Nacionales;"""Reserva famosa por su biodiversidad de plantas y fauna amazónica."""
Lima;Complejo Arqueológico Maranga;Otros;"""Complejo arqueológico en Lima de la cultura Lima y maranga."""
Lima;Museo Nacional De La Cultura Peruana;Museos;"""Museo dedicado a la artesanía y folclore de todo el Perú."""
Lima;Museo José Carlos Mariátegui;Casas Museo;"""Museo sobre la vida y obra del pensador marxista José Carlos Mariátegui."""
Lima;La Bajada De Los Baños Y Mirador;Paseos peatonales;"""Tradicional calle con escalinatas que une Barranco con el mar."""
Lima;Museo De Los Descalzos;Museos;"""Museo conventual con claustros y objetos religiosos del periodo virreinal."""
Áncash;Domingo De Cuasimodo - Carhuaz;Fiestas religiosas-patronales;"""Fiesta religiosa que marca el fin de la Pascua en Carhuaz."""
Lima;Museo De Historia Natural De La Universidad Ricardo Palma;Museos;"""Museo universitario con colecciones de flora, fauna y paleontología."""
Arequipa;Playa La Punta De Bombón;Playas;"""Playa arequipeña de gran extensión y fuerte oleaje."""
Arequipa;Malecón Ratti;Malecones;"""Malecón tradicional junto al mar en Mollendo, Arequipa."""
Arequipa;Castillo Forga;Castillo;"""Castillo de estilo neogótico construido a inicios del siglo XX."""
Arequipa;Estación Ferroviaria De Mollendo;Otros;"""Antigua estación ferroviaria que conectaba Arequipa con el puerto."""
Apurímac;Mirador Capitán Rumi;Miradores naturales;"""Mirador natural con vistas panorámicas al Valle del Colca."""
Lambayeque;Capilla De San Francisco De Asís;Capilla;"""Capilla colonial en Moquegua conocida por sus retablos dorados."""
Lima;Reserva Nacional Sistema De Islas, Islotes Y Puntas Guaneras – Isla Don Martín;Islas;"""Reserva marina con colonias de aves guaneras y lobos marinos."""
Lima;Playa Hornillos;Playas;"""Playa tranquila en Huacho ideal para descanso familiar."""
Lima;Playa Chica - Huacho;Playas;"""Pequeña playa con rocas y fuerte oleaje en Huacho."""
Lima;Playa El Paraíso;Playas;"""Extensa playa virgen con mar abierto cerca de Lima."""
Callao;Playa Cantolao;Playas;"""Playa cercana a la Escuela Naval con vista a la isla San Lorenzo."""
Áncash;Laguna 69;Lagunas;"""Famosa laguna glaciar de aguas turquesas en el Parque Nacional Huascarán."""
Junín;Cruz De La Paz De Achkamarka;Miradores;"""Cruz conmemorativa ubicada en un cerro sagrado de Huancavelica."""
Junín;Danza De La Huaconada De Mito;Música y Danzas;"""Danza ritual declarada Patrimonio Cultural de la Nación, originaria de Mito."""
Huancavelica;Bajada De Reyes De Huancavelica;Fiestas religiosas-patronales;"""Celebración que recrea la visita de los Reyes Magos en Huancavelica."""
Cusco;Bajada De Reyes En  Patacancha;Fiestas religiosas-patronales;"""Festividad andina que combina danzas y música en Ollantaytambo."""
Huancavelica;Fiesta Dulce Nombre De Jesus Y Fajardito- Baile De Los Negritos Niño Perdido.;Fiestas religiosas-patronales;"""Fiesta tradicional que mezcla danzas y coloridos trajes en Huánuco."""
Huánuco;Danza Los Negritos De Huánuco;Música y Danzas;"""Danza tradicional que representa el sincretismo andino-español en Huánuco."""
Junín;Danza De La Tunantada De Yauyos;Música y Danzas;"""Danza satírica que ridiculiza a las autoridades coloniales en Yauyos."""
La Libertad;Concurso Nacional De Marinera;Concursos;"""Competencia de marinera, baile nacional del Perú, celebrada en Trujillo."""
Lima;Playa Punta Roquitas;Playas;"""Playa limeña para surfistas ubicada en el distrito de Miraflores."""
Lima;Playa Waikiki;Playas;"""Playa urbana famosa por sus olas para practicar tabla hawaiana."""
Lima;Playa Redondo;Playas;"""Playa con rompeolas de piedra ideal para deportes acuáticos."""
Lima;Parque Federico Villarreal;Parques;"""Parque urbano en Lince con jardines y monumentos históricos."""
Junín;Capilla El Copón;Capilla;"""Capilla pequeña con retablo barroco ubicada en Arequipa."""
La Libertad;Baños Termales De Huaranchal;Otros;"""Baños termales rodeados de paisaje serrano en La Libertad."""
Pasco;Baños Termales De Tambochaca;Otros;"""Baños termales ubicados cerca del río Marañón, ideales para relajación."""
Pasco;Baños Termales De Villo;Otros;"""Pozas termales naturales con propiedades medicinales en Cajamarca."""
Lima;Fiesta Patronal San Juan Bautista De Vilca ;Fiestas religiosas-patronales;"""Fiesta patronal con procesiones y danzas en el distrito de Vilca."""
Piura;Las Dormilonas;Orfebrería;"""Danza tradicional que representa a mujeres dormidas durante fiestas patronales."""
Piura;Playa Cabo Blanco;Playas;"""Playa norteña famosa por su pesca deportiva y olas perfectas para surf."""
Piura;Puerto De Paita;Puertos;"""Principal puerto histórico del norte peruano, clave para el comercio pesquero."""
Piura;Semana Santa En Catacaos;Fiestas religiosas-patronales;"""Tradicional celebración religiosa con procesiones y artesanía en Catacaos."""
La Libertad;Festival De La Primavera De Trujillo;Festivales;"""Colorido desfile de carros alegóricos y reinas de belleza en Trujillo."""
Piura;Fiesta De La Virgen De Las Mercedes De Paita;Fiestas religiosas-patronales;"""Festividad religiosa patronal con procesiones y danzas tradicionales en Paita."""
La Libertad;Caballitos De Totora De Trujillo;Tejidos(lanas, fibras de animales, fibra vegetal. Etc);"""Embarcaciones artesanales de totora usadas por pescadores desde tiempos preincaicos."""
Áncash;Cordillera  Huayhuash;Cordillera;"""Cadena montañosa andina famosa por sus nevados y rutas de trekking."""
Lambayeque;Fiesta Religiosa De La Santísima Cruz De Chalpón De Motupe;Fiestas religiosas-patronales;"""Fiesta religiosa que venera una cruz milagrosa hallada en el cerro Chalpón."""
Lambayeque;Sombrero De Paja De Monsefú;Tejidos(lanas, fibras de animales, fibra vegetal. Etc);"""Sombrero de paja trenzada a mano, ícono del arte popular de Monsefú."""
Áncash;Sitio Arqueológico De Honcopampa;Zonas arqueológicas;"""Centro ceremonial preincaico en Áncash con restos de recintos y plazas."""
Áncash;Puyas De Winchus - Pueblo Libre;Lugares pintorescos de flora y fauna;"""Bosque altoandino único con centenarias puyas raimondi gigantes."""
Áncash;Isla Blanca;Islas;"""Isla arenosa ideal para avistamiento de aves marinas y descanso."""
Áncash;Mirador De Rataquenua;Miradores naturales;"""Mirador panorámico sobre Huaraz con vistas a la Cordillera Blanca."""
Áncash;Pueblo Histórico De Chavín De Huantar;Históricos;"""Pueblo ancestral famoso por su templo y cabezas clavas de la cultura Chavín."""
Amazonas;Catarata Gocta;Cataratas;"""Cascada de 771 metros considerada una de las más altas del mundo."""
Pasco;Santuario Nacional De Huayllay ;Santuarios Nacionales;"""Bosque de piedras de origen volcánico con formaciones caprichosas."""
