REGIÓN;NOMBRE;SUBTIPO;CONTENIDO
Junín;Petroglifos De Tonkoa De Mazamari;Petroglifos (Grabados en piedra);"""Petroglifos de Tonkoa en Mazamari, que representan escenas de la vida prehispánica y son un reflejo de la conexión espiritual entre los antiguos pobladores y su entorno."""
Junín;Petroglifos De Materiato De Mazamari;Petroglifos (Grabados en piedra);"""Petroglifos en Materiato de Mazamari, que destacan por sus figuras geométricas y animales, los cuales se cree que tenían significados rituales y espirituales."""
Junín;Laguna Uchacancha De Chongos Alto;Lagunas;"""Una hermosa laguna ubicada en Chongos Alto, conocida por su entorno prístino y paisajes que la hacen ideal para actividades recreativas al aire libre."""
Madre De Dios;Comunidad Nativa De Bélgica;Tradicionales;"""Comunidad nativa de Bélgica, que destaca por su conexión con la naturaleza y su cultura viva, ofreciendo a los visitantes una experiencia de turismo rural y cultural."""
Tumbes;Poza De Barro De Barranco - Punta Sal;Otros;"""Poza natural ubicada en Barranco, Punta Sal, un lugar ideal para nadar en aguas tranquilas rodeadas de un paisaje de gran belleza."""
Loreto;Playa Santa Clara;Playas;"""Playa Santa Clara, una hermosa playa en la costa peruana, conocida por sus aguas cristalinas y su ambiente tranquilo, perfecta para descansar y disfrutar del sol."""
Tumbes;Área De Conservación Regional Angostura Faical.;Áreas de conservación regional;"""Un área de conservación regional que protege los ecosistemas de Angostura Faical, ideal para los ecoturistas que buscan explorar la biodiversidad amazónica."""
Apurímac;Festividad Religiosa De La Virgen De Cocharcas O Mamacha Cocharcas;Fiestas religiosas-patronales;"""Festividad religiosa dedicada a la Virgen de Cocharcas, celebrada con procesiones y danzas típicas, siendo una de las festividades más importantes en la región."""
Lambayeque;Festividad De Todos Los Santos Y Difuntos;Tradiciones;"""Celebración tradicional de Todos los Santos y Difuntos, en la que se honra a los muertos con altares, ofrendas y diversas actividades culturales que reflejan la devoción local."""
Lima;Casa Hacienda El Fortín;Casas haciendas;"""Casa Hacienda El Fortín, una antigua hacienda histórica que ofrece una mirada al pasado colonial, con su arquitectura y jardines que son ideales para el turismo histórico."""
Moquegua;Valle El Algarrobal;Valles;"""Valle El Algarrobal, un hermoso valle que se caracteriza por sus plantaciones de algarrobo y su biodiversidad, siendo un destino popular para los ecoturistas."""
Moquegua;Playa Enfermeras-Ilo;Playas;"""Playa Enfermeras en Ilo, un sitio costero conocido por su belleza natural y su ambiente tranquilo, perfecto para quienes buscan un lugar para relajarse."""
La Libertad;Cerro Miramar;Miradores naturales;"""Un cerro elevado desde el cual se puede obtener una vista impresionante de los alrededores, siendo un lugar popular para el senderismo y la observación de la naturaleza."""
La Libertad;Leyenda El Toro Encantado;Otros;"""Una leyenda popular que relata la historia de un toro encantado que, según la tradición, aparece en la región en noches especiales, siendo un símbolo de misterio y folclore local."""
Ica;Bosque De Piedras De Parcona;Formaciones rocosas(bosque de piedra);"""Un bosque natural formado por enormes piedras que parecen haberse apilado en forma misteriosa, creando un paisaje surrealista que atrae a los aventureros y turistas."""
Huancavelica;Laguna  De Pultocc;Lagunas;"""Una laguna tranquila y cristalina rodeada de un paisaje montañoso, ideal para quienes buscan paz y disfrutar de la naturaleza en su estado más puro."""
Junín;Comunidad Nativa Nomatsiguenga San Antonio De Sonomoro;Tradicionales;"""Comunidad nativa Nomatsiguenga San Antonio de Sonomoro, que conserva sus tradiciones ancestrales y es conocida por su rica cultura y conexión con la naturaleza amazónica."""
Junín;Cani Cruz De Chongos Alto;Otros;"""Un lugar emblemático en Chongos Alto, donde se encuentra la cruz de Cani, un punto de referencia espiritual y cultural de la zona."""
Cusco;El Puchero De Cusco  ;Platos Típicos;"""Un delicioso plato tradicional cusqueño, preparado con carne, verduras y hierbas autóctonas, una receta que representa la gastronomía ancestral de la región."""
Madre De Dios;Lago Iñapari.;Lagunas;"""Un lago situado en Iñapari, famoso por sus aguas tranquilas y su biodiversidad, siendo un destino ideal para los ecoturistas y amantes de la naturaleza."""
Cusco;Sitio Arqueológico De Qollmay;Zonas arqueológicas;"""Sitio arqueológico de Qollmay, que alberga vestigios de civilizaciones preincaicas y es un importante testimonio de las culturas andinas antiguas."""
Cusco;Fiesta Del Warachikuy;Fiestas religiosas-patronales;"""Una celebración que tiene lugar en los Andes, conocida como Warachikuy, una fiesta que celebra las tradiciones y costumbres ancestrales de la región."""
Cusco;Zona Arqueológica Urqo;Templos;"""Zona arqueológica Urqo, que cuenta con restos de antiguas construcciones y terrazas agrícolas utilizadas por las civilizaciones preincaicas de la región."""
Cusco; Fundo Miraflores;Agricultura;"""Un fundo ubicado en la región de Miraflores, conocida por sus cultivos y paisajes, que también ofrece a los visitantes una experiencia agrícola tradicional."""
Madre De Dios;Lago Bélgica.;Lagunas;"""Lago Bélgica, una hermosa laguna de aguas calmas rodeada de naturaleza, que es perfecta para quienes buscan un lugar tranquilo para relajarse y disfrutar del paisaje."""
Madre De Dios;Collpa De Loros De Iñapari;Collpas;"""Collpa de loros en Iñapari, un lugar único donde grandes bandadas de loros se reúnen en las piedras para alimentarse, ofreciendo una vista espectacular para los observadores."""
Madre De Dios;Collpa De Palmeras Sandoval;Collpas;"""Una colpa donde se puede observar una variedad de palmeras en la región de Sandoval, siendo un sitio natural ideal para el avistamiento de fauna y flora amazónica."""
Madre De Dios;Collpa De Guacamayos Heath;Collpas;"""Collpa de guacamayos Heath, una zona en la que se pueden ver grandes cantidades de guacamayos y otras aves exóticas, lo que la convierte en un destino ideal para los observadores de aves."""
Madre De Dios;Collpa De Mamíferos - Comunidad Nativa De Bélgica ;Collpas;"""Comunidad nativa de Bélgica, que tiene su propia colpa de mamíferos, un lugar importante para la observación de la fauna local y el ecoturismo en la región amazónica."""
Ica;Museo De Palpa;Museos;"""Un museo dedicado a la cultura de Palpa, con exposiciones sobre la historia de la región, sus costumbres, y sus monumentos arqueológicos de gran valor histórico."""
Moquegua;Cañon De Chojata;Cañones;"""Cañón de Chojata, un imponente cañón que ofrece vistas espectaculares de formaciones rocosas y es ideal para aquellos interesados en el senderismo y la aventura."""
Moquegua;Cañón De Coroise;Cañones;"""Cañón de Coroise, otro de los impresionantes cañones naturales de la región, famoso por sus paisajes escarpados y su biodiversidad, ofreciendo un destino perfecto para los ecoturistas."""
Moquegua;Cañón De Pachas;Cañones;"""Cañón de Pachas, un lugar natural único, conocido por sus formaciones rocosas y su entorno geológico que atrae tanto a geólogos como a turistas interesados en la naturaleza."""
Moquegua;Mirador De Chijulaque;Miradores naturales;"""Mirador de Chijulaque, desde donde se puede disfrutar de una vista panorámica de la región circundante, especialmente recomendable para los aficionados a la fotografía."""
Moquegua;Falo Torrini;Formaciones rocosas(bosque de piedra);"""Falo Torrini, una formación rocoso que se caracteriza por su forma peculiar, que se ha convertido en un punto de referencia para los turistas que visitan la región."""
Moquegua;Arco De Piedra Arcuni;Formaciones rocosas(bosque de piedra);"""Arco de Piedra Arcuni, una formación geológica natural que forma un impresionante arco de piedra, destacándose como un atractivo natural en la zona."""
Lima;Sitio Arqueológico Monumental Huamanmarca;Templos;"""Un importante sitio arqueológico que preserva restos de las culturas preincaicas, el Monumental Huamanmarca es conocido por sus estructuras de piedra y terrazas agrícolas."""
Cusco;Farallones De Tecsecocha  ;Cerros;"""Farallones de Tecsecocha, una zona montañosa con acantilados y vistas espectaculares que atrae tanto a los ecoturistas como a los aventureros que buscan exploración."""
Junín;Catarata Boca Tigre;Cataratas;"""Catarata Boca Tigre, una imponente cascada ubicada en un entorno selvático, famosa por su caudal y el entorno natural que la rodea, ideal para quienes buscan una experiencia de aventura."""
Junín;Escenificacion  De La Rebelion De Juan Santos Atahualpa;Teatro;"""Una representación teatral que rememora la rebelión de Juan Santos Atahualpa, una figura histórica que luchó contra los colonizadores en la región andina."""
Ica;Festival De La Naranja;Festivales;"""Festival anual de la naranja, donde se celebra la cosecha de este fruto con concursos, danzas, música y una gran variedad de platos típicos a base de naranja."""
Junín;Plaza Juan Valer Sandoval De Pichanaki;Plazas;"""Plaza Juan Valer Sandoval en Pichanaki, un lugar emblemático para la comunidad, donde se realizan eventos y celebraciones importantes para la región."""
Junín;Fiesta Patronal De La Inmaculada Concepción;Fiestas religiosas-patronales;"""Fiesta patronal en honor a la Inmaculada Concepción, una festividad religiosa que incluye misas, procesiones y danzas típicas en varias localidades de la región."""
Ica;Cerro Viruela;Geoglifos (Grabado en tierra);"""Cerro Viruela, conocido por su significancia histórica y su impresionante vista panorámica, un lugar perfecto para los amantes del senderismo y la aventura."""
Ica;Peregrinación A La Beatita De Humay;Tradiciones;"""La peregrinación anual a la Beatita de Humay, una de las festividades religiosas más importantes en la región, donde miles de fieles rinden homenaje a la beatificada figura."""
Ica;Pueblo De Huáncano ;Tradicionales;"""Pueblo de Huáncano, una comunidad tradicional que destaca por sus costumbres andinas, la música autóctona y las festividades religiosas que mantienen vivas las tradiciones."""
Ica;Zona Arqueológica De Tacaraca;Templos;"""Zona arqueológica de Tacaraca, que alberga restos de antiguas civilizaciones y es un sitio histórico de gran relevancia para la investigación y el turismo cultural."""
Ica;Bodega Artesanal Vitivinicola San Inocente;Bodegas de pisco, vinos y/u otros licores;"""Bodega artesanal vitivinícola San Inocente, donde se producen vinos locales de gran calidad, ofreciendo visitas y degustaciones a los turistas interesados en la vinicultura."""
Ica;Bodega Vitivinicola Municipal;Bodegas de pisco, vinos y/u otros licores;"""Bodega vitivinícola municipal que promueve la producción de vinos y piscos artesanales, permitiendo a los visitantes conocer el proceso de elaboración de estas bebidas."""
Amazonas;Siete Lagunas;Lagunas;"""Siete Lagunas, un sistema de lagunas interconectadas que ofrecen paisajes naturales impresionantes, siendo un lugar popular para el ecoturismo y las caminatas."""
Puno;Mirador Natural Paqu Qhawa Unicachi;Miradores naturales;"""Mirador natural Paqu Qhawa Unicachi, desde donde se puede disfrutar de una vista espectacular de la naturaleza circundante, ideal para quienes buscan tranquilidad y belleza."""
Piura;Mirador Natural Cerro Campanas;Miradores naturales;"""Mirador natural Cerro Campanas, un excelente punto panorámico donde se pueden observar las montañas y valles que forman parte del paisaje natural de la región."""
Piura;Laguna De La Estrella;Lagunas;"""Una laguna rodeada de montañas que ofrece un paisaje sereno y es conocida por su belleza y la biodiversidad que habita sus aguas."""
Piura;Laguna Del Carmen;Lagunas;"""Un hermoso cuerpo de agua ubicado en la región, rodeado de vegetación exuberante, que se convierte en un lugar perfecto para disfrutar de la naturaleza en su esplendor."""
Piura;Laguna Del Rey;Lagunas;"""Una de las lagunas más emblemáticas de la región, conocida por sus aguas cristalinas y la fauna que habita en sus alrededores, siendo ideal para el ecoturismo."""
Piura;Laguna Del Toro;Lagunas;"""Una tranquila laguna ubicada en un paisaje montañoso, conocida por su belleza natural y la biodiversidad que alberga, siendo ideal para quienes buscan paz y contacto con la naturaleza."""
Piura;Laguna Shimbe;Lagunas;"""Una laguna rodeada de bosques y montañas, que destaca por su agua clara y su entorno intacto, perfecta para actividades al aire libre como el senderismo y la pesca."""
Piura;Agua De Los Remedios;Cataratas;"""Un lugar conocido por sus aguas termales con propiedades curativas, donde se puede disfrutar de un baño relajante y revitalizante en medio de un entorno natural."""
Huánuco;Playa Tulumayo;Ríos;"""Playa ubicada en la región, famosa por su belleza escénica y su ambiente relajado, ideal para disfrutar del sol y el mar en un ambiente tranquilo."""
Huánuco;Catarata Sol Naciente De Alto Tulumayo;Cataratas;"""Catarata espectacular ubicada en Alto Tulumayo, conocida como Sol Naciente, que se caracteriza por la magnificencia de su caída de agua, un atractivo para los amantes de la naturaleza."""
Cusco;Templo San Francisco De Asis De Huayqui;Templo;"""Un templo histórico de la región de Huayqui, dedicado a San Francisco de Asís, con una arquitectura colonial que destaca entre los principales atractivos del lugar."""
Lima;Casa Hacienda Chocas;Casas haciendas;"""Casa hacienda histórica ubicada en la región, conocida por su arquitectura tradicional y su relación con la historia colonial del país."""
Cusco;Pueblo De Andahuaylillas;Tradicionales;"""Pueblo tradicional de Andahuaylillas, famoso por su arquitectura colonial, su iglesia de San Pedro y la calidez de su gente, conocida como La Capilla Sixtina de América"""
Cusco;Festival  Sara Raymi;Festivales;"""Un festival que celebra la cosecha del maíz y la cultura agrícola andina, con danzas, música y una muestra de la gastronomía local, lleno de tradiciones ancestrales."""
Arequipa;Fiesta De San Antonio De Padua - Andagua;Fiestas religiosas-patronales;"""Fiesta religiosa en honor a San Antonio de Padua, en Andagua, que se celebra con misas, procesiones y danzas típicas, siendo uno de los eventos más importantes de la región."""
Lima;Laguna Churamachay;Lagunas;"""Una hermosa laguna ubicada en un valle rodeado de montañas, un lugar perfecto para los amantes de la naturaleza y la fotografía."""
Lima;Pueblo De Miraflores;Tradicionales;"""Pueblo de Miraflores, conocido por su encanto y la belleza natural que lo rodea, además de ser famoso por sus actividades agrícolas y su gente cálida."""
Lima;Sitio Arqueológico Pinchulin  ;Zonas arqueológicas;"""Sitio arqueológico Pinchulin, que alberga restos de antiguas civilizaciones andinas, incluyendo estructuras ceremoniales y viviendas que datan de tiempos preincaicos."""
Lima;Pueblo De Tomas;Tradicionales;"""Pueblo tradicional de Tomas, conocido por su arquitectura típica, sus costumbres, y su ambiente rural que transporta a los visitantes a un ritmo de vida más tranquilo."""
Ica;Pan Con Camisón;Dulces Típicos;"""Un delicioso pan relleno de carne, considerado un plato tradicional de la región, que es muy popular durante las festividades locales y en la gastronomía cotidiana."""
Ayacucho;Sitio Arqueológico De Conchopata;Zonas arqueológicas;"""Un sitio arqueológico de gran importancia, donde se encuentran los vestigios de una antigua ciudad andina, con terrazas y restos de construcciones ceremoniales."""
Puno;Isla Tikonata ;Islas;"""Isla Tikonata, situada en el Lago Titicaca, famosa por sus paisajes únicos y la historia que encierra, siendo un destino turístico ideal para explorar la historia preincaica."""
Junín;El Patache De Palcamayo;Platos Típicos;"""El Patache de Palcamayo, un hermoso paraje natural rodeado de montañas, conocido por sus paisajes deslumbrantes y su tranquilidad, ideal para el ecoturismo."""
Huánuco;Catarata Otorongo ;Cataratas;"""Catarata Otorongo, una impresionante caída de agua ubicada en un entorno selvático, perfecta para los aventureros y los amantes de la naturaleza."""
Huánuco;Cueva De Consuelo;Grutas;"""Cueva de Consuelo, una cueva natural conocida por sus formaciones rocosas y su importancia histórica, considerada como un sitio sagrado para algunas culturas locales."""
Huánuco;Plaza Pública De Aucayacu;Plazas;"""Plaza pública de Aucayacu, un lugar de encuentro en el corazón de la ciudad, rodeada de arquitectura local y considerada un centro de la vida social y cultural de la zona."""
Huánuco;Malecón Turístico Puerto La Colpa;Malecones;"""Malecón turístico en Puerto La Colpa, conocido por sus hermosas vistas al mar y su ambiente relajante, ideal para paseos al atardecer y disfrutar de la brisa marina."""
Huánuco;Poza De Jacob;Manantiales;"""Poza de Jacob, un tranquilo y hermoso cuerpo de agua rodeado de vegetación, siendo un lugar ideal para disfrutar de la paz y la naturaleza."""
Huánuco;Catarata Salto Del Tigre;Cataratas;"""Catarata Salto del Tigre, una impresionante cascada que atrae a los turistas con su caudal y su entorno selvático, convirtiéndola en una parada obligatoria para los aventureros."""
Apurímac;Carnaval Abanquino;Fiestas Tradicionales(Herranza, carnavales, otros);"""Carnaval Abanquino, una festividad llena de música, bailes y desfiles, que celebra la cultura local con trajes tradicionales y una gran variedad de actividades comunitarias."""
Apurímac;Sitio Arqueológico De Usno Moqo;Zonas arqueológicas;"""Sitio arqueológico de Usno Moqo, un importante sitio preincaico que alberga restos de la antigua civilización, con estructuras arquitectónicas y rituales funerarios."""
Apurímac;Río Pachachaca;Ríos;"""Río Pachachaca, conocido por sus aguas rápidas y el paisaje natural que lo rodea, siendo un excelente destino para los amantes del rafting y las actividades al aire libre."""
Apurímac;Catedral De Abancay ;Iglesias;"""Catedral de Abancay, un importante centro religioso y cultural de la ciudad, con una arquitectura colonial que destaca entre los edificios históricos de la región."""
Piura;Ceviche De Carne De Res;Platos Típicos;"""Un plato tradicional que consiste en carne de res acompañada de una fresca mezcla de cebolla, tomate y cilantro, servido con un toque de limón."""
Piura;Conserva De Sambumba Y Camote;Dulces Típicos;"""Conserva de sambumba y camote, un platillo típico que combina el dulce camote con sambumba, una mezcla sabrosa que representa la gastronomía local."""
Piura;Cuy Con Papas;Platos Típicos;"""Cuy con papas, un plato tradicional andino que consiste en cuy (conejo de los Andes) servido con papas, siendo un manjar para quienes visitan la región."""
Piura;Rompope;Bebidas Típicas;"""Rompope, una bebida alcohólica tradicional elaborada a base de yemas de huevo, leche, azúcar y aguardiente, ideal para acompañar las festividades."""
Ica;Leyenda De Las Brujas De Cachiche;Otros;"""Una leyenda local que habla de las brujas que habitan en Cachiche, un mito popular en la región que forma parte del imaginario colectivo de sus habitantes."""
Ica;Leyenda De Saraja;Otros;"""La leyenda de Saraja es una historia que ha pasado de generación en generación, llena de misterio y simbolismo, y que habla sobre los orígenes y secretos del lugar."""
Ica;Leyenda De Cerro Prieto;Otros;"""Cuenta la leyenda de Cerro Prieto sobre un monte místico donde ocurren fenómenos extraños y su conexión con antiguos ritos y ceremonias."""
Ica;Sitio Arqueológico De Cerro Prieto;Ciudadelas;"""Un sitio arqueológico que alberga vestigios de una cultura preincaica, conocido por sus estructuras de piedra y los hallazgos que permiten entender mejor las civilizaciones andinas."""
Ica;Leyenda La Palmera De Siete Cabezas;Otros;"""La leyenda de la palmera de siete cabezas relata una historia sobre un árbol mágico que crece en la región, considerado un símbolo de protección y sabiduría."""
Ica;Leyenda De La Sirena De Huacachina;Otros;"""Cuenta la leyenda de la sirena de Huacachina sobre un ser mitológico que habita en las aguas de la laguna, cautivando a los viajeros con su belleza y misterios."""
Ica;La Teja Iqueña;Dulces Típicos;"""La teja iqueña es un platillo tradicional de la región de Ica, consistente en una especie de pan de maíz que se utiliza para acompañar guisos y otros platos típicos."""
Áncash;Laguna Auquiscocha;Lagunas;"""Una hermosa laguna ubicada en las alturas de la región, conocida por sus aguas serenas y su paisaje impresionante, ideal para el ecoturismo y la observación de la fauna."""
Áncash;Cascada Bruja Armanan;Cascadas;"""Cascada Bruja Armanan, una cascada que se caracteriza por su belleza escénica y el entorno de misterio que la rodea, siendo uno de los destinos más buscados por los turistas."""
Áncash;Quebrada Ulta;Quebradas;"""Quebrada Ulta, una quebrada pintoresca que ofrece vistas espectaculares de los acantilados y la fauna local, perfecta para una caminata o excursión."""
Áncash;Petroglifo Piedra Del Diablo ;Petroglifos (Grabados en piedra);"""Petroglifo Piedra del Diablo, un sitio arqueológico donde se encuentran grabados en piedra que representan figuras de la cultura preincaica, con significados espirituales y culturales."""
Ayacucho;Sitio Arqueológico De Wallway Tuqu;Zonas arqueológicas;"""Antiguo sitio arqueológico preincaico ubicado en la región andina, con estructuras de piedra que evidencian una antigua civilización."""
Áncash;Festividad De La Santisima Virgen De Las Mercedes;Fiestas religiosas-patronales;"""Celebración religiosa dedicada a la Virgen de Las Mercedes, con procesiones y eventos culturales."""
Áncash;Playa Antivito;Playas;"""Playa tranquila y poco concurrida en la costa peruana, ideal para quienes buscan un lugar relajado."""
Áncash;Playa Hueco Romero;Playas;"""Playa de arena blanca y aguas cristalinas, rodeada de acantilados y un paisaje impresionante."""
Áncash;Playa Boquerón De Manache;Playas;"""Una playa remota en la costa, conocida por su belleza natural y su ambiente sereno."""
Áncash;Playa Reloj;Playas;"""Playa famosa por sus formaciones rocosas y sus excelentes condiciones para la pesca."""
Áncash;Playa La Pocita;Playas;"""Pequeña y acogedora playa que ofrece un ambiente relajado y familiar, con aguas calmadas."""
Áncash;Playa Los Medanos;Playas;"""Playa con grandes dunas de arena, ideal para actividades como el sandboard."""
Áncash;Playa Los Perdidos;Playas;"""Ubicada en un área aislada, esta playa es perfecta para quienes buscan un refugio tranquilo."""
Áncash;Playa Maracaná;Playas;"""Playa reconocida por su belleza escénica, sus aguas cálidas y su ambiente tranquilo."""
Áncash;Playa Marín;Playas;"""Playa con aguas transparentes y una gran biodiversidad marina, ideal para el ecoturismo."""
Áncash;Playa Salinas;Playas;"""Conocida por su paisaje único y su tranquilidad, perfecta para disfrutar de la naturaleza."""
Áncash;Pueblo De Yanama;Históricos;"""Pintoresco pueblo andino conocido por su arquitectura tradicional y su cercanía a rutas turísticas."""
Ayacucho;Mirador Natural De La Cruz De La Pacificación Del Cerro Calvario;Miradores naturales;"""Mirador desde donde se obtiene una vista panorámica del valle y la ciudad."""
Apurímac;Feria Agropecuaria, Agroindustrial, Artesanal Y Gastronómica De San Antonio;Ferias Artesanales;"""Evento anual que celebra la agricultura local, la gastronomía y las tradiciones artesanales."""
Apurímac;Mirador De Capuliyoc;Miradores naturales;"""Mirador de altura que ofrece impresionantes vistas del cañón del Colca."""
Apurímac;Tallarín De Casa Abanquino;Platos Típicos;"""Platos tradicionales de la región de Abancay, conocidos por sus ingredientes frescos y sabores únicos."""
Apurímac;Puente Capelo;Puentes;"""Puente histórico que conecta diversas localidades, reconocido por su diseño arquitectónico."""
Ica;Plaza De Armas De Pisco;Plazas;"""El corazón de la ciudad de Pisco, un lugar lleno de historia y arquitectura colonial."""
Ica;Plazuela Del Desembarco De Don José De San Martín;Plazuelas;"""Lugar histórico donde se celebró el desembarco del general San Martín en Perú."""
Ica;Pisco Playa;Playas;"""Zona costera cercana a la ciudad de Pisco, famosa por sus playas y la producción de pisco."""
Ayacucho;Cementerio General De Ayacucho;Cementerios;"""Cementerio histórico que refleja la historia de la región, con tumbas de figuras importantes."""
Ayacucho;Apu Wamaqu;Cerros;"""Montaña sagrada en la región andina, considerada un lugar de poder espiritual."""
Áncash;Laguna Sacracocha;Lagunas;"""Hermosa laguna de aguas cristalinas ubicada en la región andina, famosa por su tranquilidad."""
Áncash;Laguna Librón;Lagunas;"""Laguna de origen glaciar, rodeada de un paisaje impresionante y ideal para actividades recreativas."""
Áncash;Mirador Potaca;Miradores naturales;"""Punto de observación desde donde se aprecian panorámicas vistas de la zona circundante."""
Puno;Chacareros De Caritamaya;Música y Danzas;"""Comunidad agrícola dedicada al cultivo tradicional en las tierras de Caritamaya."""
Puno;Danza Carnaval Lawakumo De Juruhuanani;Música y Danzas;"""Danza folclórica que celebra la identidad cultural de la región con movimientos vibrantes."""
Ayacucho;Bosque De Piedra De Estacionniyuq;Formaciones rocosas(bosque de piedra);"""Formación geológica en la que las piedras forman figuras naturales, creando un paisaje surrealista."""
San Martín;Reserva Ecológica Santa Elena;Zonas Reservadas;"""Área natural protegida con una gran biodiversidad y paisajes impresionantes."""
San Martín;Rio Uquihua, Sector El Chorro - Quillosisa;Ríos;"""Río conocido por sus rápidos y la belleza de su entorno natural."""
Loreto;Comunidad Nativa Yaguas De Urco Miraño - Mazan;Tradicionales;"""Comunidad amazónica dedicada a la preservación de sus costumbres y la biodiversidad de la región."""
Loreto;La Leyenda De La Yakumama;Mitos;"""Mito ancestral sobre una serpiente gigante que protege el agua y la selva amazónica."""
Áncash;Laguna Gatita - Misha;Lagunas;"""Pequeña laguna de montaña rodeada por una naturaleza impresionante, ideal para el ecoturismo."""
Ayacucho;Plaza Mayor De Cayara;Plazas;"""Espacio público central de Cayara, caracterizado por su arquitectura colonial y su ambiente relajado."""
Ayacucho;Catarata San Martin ;Cataratas;"""Imponente cascada ubicada en la región amazónica, rodeada de una vegetación exuberante."""
Ayacucho;Comunidad Nativa De  Chontabamba;Selva;"""Comunidad que preserva la cultura de la selva alta peruana, famosa por su hospitalidad."""
Ayacucho;Centro Recreacional Turistico Cenote Santuario De Chapalla;Otros;"""Complejo turístico que incluye pozas naturales y senderos en un entorno natural."""
Arequipa;Perfil Del Faraón Egipcio;Formaciones rocosas(bosque de piedra);"""Formación rocosa que, por su apariencia, recuerda el perfil de un faraón egipcio."""
Arequipa;Pueblo De Coporaque;Históricos;"""Pueblo pintoresco situado en el Valle del Colca, conocido por su arquitectura colonial y tradiciones vivas."""
Arequipa;Centro Cultural Colca De Coporaque;Otros;"""Espacio dedicado a la preservación y difusión de la cultura del Valle del Colca."""
Arequipa;Centro De Interpretación Artesanal Sumac Pallay;Otros;"""Centro que promueve las técnicas de la artesanía tradicional de la región andina."""
Junín;Artesanía De Pichanaqui;Otros;"""Productos artesanales elaborados en Pichanaqui, conocidos por su originalidad y raíces culturales."""
Apurímac;Petroglifos De Llamachayoq ;Petroglifos (Grabados en piedra);"""Conjunto de grabados prehispánicos en rocas, que representan figuras geométricas y simbólicas de antiguas culturas andinas."""
Apurímac;Petroglifos De Qaqacorral;Petroglifos (Grabados en piedra);"""Grabados rupestres ubicados en las rocas, que muestran representaciones de la vida cotidiana de las culturas preincaicas."""
Apurímac;Templo De San Jerónimo;Templo;"""Edificio colonial que data del siglo XVI, considerado uno de los templos más importantes de la ciudad."""
Áncash;Laguna Tsaquicocha;Lagunas;"""Pequeña laguna ubicada en la región andina, conocida por su belleza paisajística y la fauna que habita en sus alrededores."""
Arequipa;Puente Colgante De Quiscay;Puentes;"""Puente colgante de madera y cables que conecta dos áreas en un entorno natural, siendo un atractivo para el ecoturismo."""
Arequipa;Alfajores De La Curva;Dulces Típicos;"""Delicioso dulce tradicional de la región, preparado con harina, manteca, miel y relleno de dulce de leche, muy popular en festividades."""
Apurímac;Santuario De Campanayocc;Santuario;"""Zona religiosa de gran valor cultural, conocida por su conexión espiritual con la naturaleza y las prácticas de la fe local."""
Apurímac;Bosque De Puyas De Raimondi De Totora ;Bosques;"""Área natural que alberga una gran cantidad de puyas de Raimondi, una planta endémica de los Andes peruanos."""
Apurímac;Mirador Del Cerro Quisapata ;Miradores naturales;"""Punto elevado desde donde se pueden observar paisajes impresionantes de la región andina y la ciudad."""
Ayacucho;Artesania De La Comunidad De Kapashari;Tejidos(lanas, fibras de animales, fibra vegetal. Etc);"""Productos artesanales elaborados por la comunidad, que reflejan las tradiciones y técnicas ancestrales de la región."""
Ayacucho;Festividad Santisima Trinidad En Andamarca ;Tradiciones;"""Fiesta religiosa y cultural que celebra la Santísima Trinidad con procesiones, música y danzas tradicionales."""
Apurímac;Bosque De Piedras De Pampachiri;Formaciones rocosas(bosque de piedra);"""Formación geológica única en la que las piedras crean un paisaje surrealista, rodeado de naturaleza."""
Apurímac;Catarata Pumachaca De Pampachiri ;Cataratas;"""Impresionante cascada ubicada en Pampachiri, conocida por su belleza y el entorno natural que la rodea."""
Apurímac;Sitio Arqueológico De Achanchi;Zonas arqueológicas;"""Sitio arqueológico que conserva restos de antiguas civilizaciones, con estructuras de piedra y vestigios de la cultura local."""
Apurímac;Petroglifos De Huayao;Petroglifos (Grabados en piedra);"""Conjunto de petroglifos que representan figuras geométricas y animales, grabados sobre grandes rocas."""
Arequipa;Bodega Caspaya;Bodegas de pisco, vinos y/u otros licores;"""Bodega tradicional donde se elabora vino y pisco, representando la cultura vitivinícola de la región."""
Piura;Playa Las Peñitas;Playas;"""Pequeña playa ubicada en la costa, ideal para disfrutar del sol y las aguas tranquilas en un ambiente relajado."""
Cusco;Arco De Tica Tica;Otros;"""Puente de piedra que atraviesa un cañón, famoso por su arquitectura y el paisaje que ofrece."""
Apurímac;Festividad Del Señor Justo Juez De Illanya ;Fiestas religiosas-patronales;"""Fiesta religiosa que honra al Señor Justo Juez, con actividades litúrgicas y celebraciones en la localidad."""
Ayacucho;Hacienda Luisiana;Casa-Hacienda;"""Antigua hacienda que conserva su arquitectura colonial y es un importante referente histórico en la región."""
Ayacucho;Sitio Arqueológico De Cedrocucho;Andenes;"""Restos arqueológicos que revelan la historia de las civilizaciones preincaicas en el área andina."""
Áncash;Baños Termales De Pachin;Ojos de agua;"""Baños termales ubicados en Pachin, conocidos por las propiedades curativas de sus aguas sulfurosas."""
Ayacucho;Mirador Cerro Dorado;Cerros;"""Mirador natural que ofrece vistas panorámicas del paisaje circundante, ideal para el turismo."""
Ayacucho;Catarata Qatun Ispaj;Cataratas;"""Cascada impresionante situada en la región, famosa por su tamaño y el sonido de sus aguas al caer."""
